time,QA:1,force:1,pA:1,pos:1,u:1
1.363015132,0,12310.43098,4392038.035,0.021576983,0
1.366887999,0,11143.06905,3976135.572,0.021638599,0
1.370760866,0,9991.813074,3564213.885,0.021699626,0
1.374633733,0,8914.734738,3177594.841,0.021756905,0
1.3785066,0,7966.265437,2836226.937,0.021807479,0
1.382379467,0,7194.668937,2557675.891,0.021848747,0
1.386252334,0,6639.687133,2356230.003,0.021878592,0
1.390125201,0,6330.453038,2242164.066,0.021895491,0
1.393998068,0,6283.787937,2221200.544,0.021898597,0
1.397870935,0,6503.01526,2294199.37,0.021887782,0
1.401743802,0,6977.424168,2457098.07,0.021863648,0
1.405616669,0,7682.495017,2701111.739,0.021827497,0
1.409489536,0,8580.954499,3013188.304,0.021781262,0
1.413362403,0,9624.662661,3376699.225,0.021727407,0
1.41723527,0,10757.25491,3772330.496,0.021668794,0
1.421108137,0,11917.38104,4179125.058,0.021608526,0
1.424981004,0,13042.31401,4575616.847,0.021549785,0
1.428853871,0,14071.65608,4940990.001,0.021495655,0
1.432726738,0,14950.85748,5256195.058,0.021448957,0
1.436599605,0,15634.28576,5504957.371,0.021412103,0
1.440472472,0,16087.63721,5674621.267,0.021386967,0
1.444345339,0,16289.5567,5756785.401,0.021374794,0
1.448218206,0,16232.41422,5747699.295,0.02137614,0
1.452091073,0,15922.26353,5648406.444,0.02139085,0
1.45596394,0,15378.06906,5464634.405,0.021418076,0
1.459836807,0,14630.32607,5206445.769,0.021456327,0
1.463709674,0,13719.21436,4887675.198,0.021503553,0
1.467582541,0,12692.42196,4525186.43,0.021557257,0
1.471455408,0,11602.75708,4137989.418,0.021614621,0
1.475328275,0,10505.64422,3746261.883,0.021672656,0
1.479201142,0,9456.578333,3370321.807,0.021728352,0
1.483074009,0,8508.598108,3029598.345,0.021778831,0
1.486946876,0,7709.836175,2741648.268,0.021821491,0
1.490819743,0,7101.212513,2521263.627,0.021854142,0
1.495562892,0,6660.810746,2359772.564,0.021878067,0
1.5,0,6579.525144,2325982.139,0.021883073,0
