time,QA:1,force:1,pA:1,pos:1,u:1
0.654287487,-2.49947E-06,3543.85822,1249409.218,0.022040717,-0.857497494
0.655784712,-3.47182E-06,3714.469227,1308021.318,0.022030452,-1.1569423
0.657281936,-4.51251E-06,3935.96025,1384433.094,0.022017017,-1.456387106
0.659224004,-5.98412E-06,4294.82092,1508507.78,0.021995031,-1.844800779
0.661166072,-7.61045E-06,4728.600581,1658635.741,0.02196812,-2.233214452
0.663934844,-1.02148E-05,5459.747946,1911746.282,0.021921894,-2.786968725
0.667708463,-1.43062E-05,6624.315621,2314836.922,0.021845811,-3.541692676
0.671482083,-1.89767E-05,7916.848514,2762215.696,0.021757321,-4.296416628
0.675255703,-2.4129E-05,9257.101353,3226441.408,0.021659779,-5.051140579
0.679029323,-2.96359E-05,10564.8972,3680236.604,0.02155667,-5.805864531
0.682802942,-3.53525E-05,11765.34605,4098105.971,0.021451394,-6.560588482
0.686576562,-4.11258E-05,12793.44508,4457765.7,0.021347074,-7.315312434
0.690350182,-4.68015E-05,13597.78486,4741327.399,0.021246389,-8.070036385
0.694123802,-5.22305E-05,14143.14874,4936183.134,0.021151434,-8.824760337
0.697897421,-5.72756E-05,14411.88889,5035549.719,0.021063637,-9.579484289
0.7,-5.98744E-05,14441.63327,5049196.014,0.021018092,-10
0.7,-5.9876E-05,14441.63327,5049196.014,0.021018092,-10
0.7,-5.9876E-05,14441.63327,5049196.014,0.021018092,-10
0.700975274,-5.99575E-05,14424.14748,5044600.027,0.020998091,-10
0.702925823,-5.98812E-05,14369.1577,5028367.112,0.02095916,-10
0.704352096,-5.97428E-05,14304.26854,5007801.489,0.020932035,-10
0.705778369,-5.95902E-05,14219.6669,4980260.434,0.020906017,-10
0.708240287,-5.92039E-05,14030.75417,4917470.613,0.020863601,-10
0.710702204,-5.8726E-05,13792.67384,4837093.266,0.020824167,-10
0.714540657,-5.77759E-05,13341.74879,4682956.234,0.020767923,-10
0.719882626,-5.61852E-05,12603.51855,4427685.271,0.020698086,-10
0.725224595,-5.43912E-05,11808.47794,4150272.016,0.020634727,-10
0.730566564,-5.25932E-05,11038.27037,3879694.12,0.020573749,-10
0.735908534,-5.09511E-05,10365.23915,3641833.12,0.020511174,-10
0.741250503,-4.96457E-05,9846.070723,3457068.616,0.020443516,-10
0.746592472,-4.87843E-05,9517.402353,3338631.949,0.020368079,-10
0.75,-4.85045E-05,9414.364427,3300348.099,0.020315069,-10
0.75,-4.85045E-05,9414.364427,3300348.099,0.020315069,-10
0.75,-4.85045E-05,9414.364427,3300348.099,0.020315069,-10
0.75159893,-4.84722E-05,9404.419636,3295817.855,0.020288328,-10
0.754796791,-4.84968E-05,9419.882294,3299155.654,0.020232997,-10
0.757994652,-4.86959E-05,9503.249631,3326309.507,0.020174011,-10
0.763499398,-4.93831E-05,9782.686065,3420844.567,0.02006453,-10
0.769004143,-5.03982E-05,10196.82614,3562941.325,0.019946345,-10
0.774508889,-5.15946E-05,10692.10537,3734090.05,0.019821704,-10
0.780013634,-5.28272E-05,11211.7203,3914656.627,0.019693303,-10
0.785518379,-5.397E-05,11701.44242,4085844.856,0.019563979,-10
0.791023125,-5.49229E-05,12114.70687,4231407.376,0.019436412,-10
0.79652787,-5.56168E-05,12416.57932,4338995.947,0.019312868,-10
0.8,-5.59043E-05,12540.49686,4383967.914,0.01923778,-10
0.8,-5.59043E-05,12540.49686,4383967.914,0.01923778,-10
0.8,-5.59043E-05,12540.49686,4383967.914,0.01923778,-10
0.802063197,-5.59949E-05,12578.02848,4398190.791,0.019194812,-10
0.806189591,-5.60899E-05,12614.34856,4413136.486,0.019110809,-10
0.810315986,-5.60186E-05,12575.88597,4401918.479,0.019030664,-10
0.817101708,-5.55875E-05,12373.71695,4334421.076,0.01890674,-10
0.823887431,-5.4853E-05,12041.99426,4220632.109,0.018791072,-10
0.830673154,-5.39485E-05,11644.41527,4082595.875,0.018680962,-10
0.837458876,-5.30236E-05,11247.99562,3943803.122,0.01857316,-10
0.844244599,-5.22216E-05,10912.52018,3825405.855,0.018464409,-10
0.851030322,-5.16573E-05,10682.18568,3743179.934,0.018351938,-10
0.857816044,-5.13978E-05,10580.54309,3705674.408,0.01823383,-10
0.864601767,-5.14536E-05,10609.19029,3713721.843,0.018109218,-10
0.871387489,-5.17815E-05,10749.97389,3761209.098,0.017978303,-10
0.878173212,-5.22993E-05,10969.90998,3836802.933,0.017842208,-10
0.886522702,-5.30417E-05,11285.90977,3946494.959,0.01767042,-10
0.894872192,-5.37353E-05,11582.50833,4050397.274,0.017497369,-10
0.903221682,-5.42379E-05,11797.09238,4126510.533,0.017326669,-10
0.911571172,-5.44683E-05,11892.90102,4161645.826,0.017160958,-10
0.919920662,-5.44132E-05,11863.89445,4153228.832,0.01700144,-10
0.928270152,-5.412E-05,11732.2985,4108595.513,0.016847802,-10
0.936619642,-5.36809E-05,11540.20951,4042185.97,0.016698471,-10
0.946732999,-5.31203E-05,11300.05977,3958212.858,0.016519905,-10
0.956846355,-5.26945E-05,11121.58982,3895005.493,0.016340026,-10
0.966959711,-5.25204E-05,11051.58625,3869307.922,0.016155663,-10
0.977073068,-5.26177E-05,11096.12113,3883661.398,0.015965503,-10
0.987186424,-5.29157E-05,11224.74205,3927768.951,0.015770229,-10
0.99729978,-5.32907E-05,11385.38518,3983640.93,0.015572008,-10
1,-5.33914E-05,11428.39932,3998700.72,0.015518855,-10
1,-5.33913E-05,11428.39932,3998700.72,0.015518855,-10
1,-5.33913E-05,11428.39932,3998700.72,0.015518855,-10
1.004424762,-5.3524E-05,11484.7993,4018603.698,0.015432139,-10
1.013274287,-5.37295E-05,11571.73286,4049518.163,0.015259714,-10
1.022123812,-5.38067E-05,11602.98298,4061161.837,0.015089702,-10
1.03619869,-5.36842E-05,11547.23045,4042691.689,0.014824895,-10
1.05,-5.3393E-05,11420.90219,3998959.826,0.014570046,-10
1.05,-5.33931E-05,11420.90219,3998959.826,0.014570046,-10
1.05,-5.33931E-05,11420.90219,3998959.826,0.014570046,-10
1.050590487,-5.28448E-05,11416.98151,3997592.3,0.014559213,-9.881902507
1.051771462,-5.16041E-05,11414.08479,3996588.037,0.014537548,-9.645707522
1.052669556,-5.06371E-05,11418.56945,3998166.185,0.014521077,-9.466088735
1.053748807,-4.95246E-05,11431.49875,4002706.375,0.014501288,-9.250238635
1.055224052,-4.80044E-05,11462.08929,4013448.337,0.014474253,-8.955189576
1.057011217,-4.62126E-05,11518.45211,4033252.643,0.014441543,-8.59775654
1.059578352,-4.36729E-05,11634.15834,4073958.085,0.014394707,-8.084329679
1.063279315,-4.00844E-05,11865.79336,4155618.216,0.014327792,-7.344137098
1.068683456,-3.48458E-05,12315.48513,4314737.584,0.01423261,-6.263308753
1.074087598,-2.94942E-05,12858.37157,4507856.213,0.014142513,-5.182480408
1.080680098,-2.26322E-05,13572.20591,4763860.036,0.014043816,-3.863980495
1.087272597,-1.53397E-05,14260.27416,5013764.795,0.013962525,-2.545480581
1.093865097,-7.61105E-06,14839.18633,5228272.901,0.01390399,-1.226980667
1.1,-1.27825E-07,15219.02835,5374195.462,0.013873997,-2.84217E-12
1.1,-1.25023E-07,15219.02835,5374195.462,0.013873997,0
1.1,-1.25023E-07,15219.02835,5374195.462,0.013873997,3.7397E-16
1.100254421,-3.52606E-08,15230.46377,5378765.371,0.013873316,6.69528E-06
1.100379818,-1.79087E-11,15235.98187,5380976.582,0.013872988,9.99522E-06
1.100379818,8.15683E-19,15235.98187,5380976.582,0.013872988,9.99522E-06
1.100651285,1.21108E-10,15246.7758,5385359.355,0.013872338,1.71391E-05
1.101194217,2.87139E-10,15266.34197,5393416.318,0.013871145,3.14268E-05
1.102434936,5.87264E-10,15295.85359,5406484.729,0.013869209,6.40773E-05
1.105036637,1.26045E-09,15289.07644,5409652.359,0.013868741,0.000132543
1.109385613,2.36156E-09,15075.14939,5342893.103,0.013878634,0.00024699
1.11373459,3.49958E-09,14623.81311,5190861.506,0.013901162,0.000361437
1.118083567,4.64468E-09,13966.75202,4964007.112,0.013934776,0.000475883
1.122432543,5.83782E-09,13148.17164,4677554.59,0.013977222,0.00059033
1.12678152,7.0484E-09,12221.80329,4350480.95,0.014025688,0.000704777
1.131130497,8.30449E-09,11247.50604,4004269.665,0.01407699,0.000819224
1.135479473,9.57279E-09,10287.64817,3661521.34,0.014127782,0.00093367
1.13982845,1.087E-08,9403.421973,3344505.289,0.014174763,0.001048117
1.144177427,1.21614E-08,8651.230894,3073737.916,0.014214894,0.001162564
1.148526403,1.3456E-08,8079.288737,2866672.256,0.01424559,0.001277011
1.15287538,1.47205E-08,7724.58665,2736578.194,0.014264885,0.001391457
1.157224357,1.59605E-08,7610.404177,2691684.012,0.014271559,0.001505904
1.161573333,1.71483E-08,7744.556093,2734637.143,0.01426522,0.001620351
1.16592231,1.82905E-08,8118.561678,2862324.461,0.01424633,0.001734798
1.170271287,1.93683E-08,8707.888028,3066070.971,0.014216174,0.001849244
1.174620263,2.03934E-08,9473.34774,3332210.572,0.014176776,0.001963691
1.17896924,2.13586E-08,10363.62898,3642995.96,0.014130765,0.002078138
1.183318217,2.22834E-08,11318.8145,3977788.579,0.014081199,0.002192585
1.187667193,2.31724E-08,12274.62727,4314446.989,0.014031359,0.002307031
1.19201617,2.40524E-08,13167.04538,4630815.412,0.013984526,0.002421478
1.196365147,2.49373E-08,13936.87945,4906205.984,0.013943765,0.002535925
1.200714123,2.58571E-08,14533.90991,5122769.181,0.013911722,0.002650372
1.2050631,2.68279E-08,14920.24151,5266657.076,0.013890446,0.002764818
1.209412077,2.7875E-08,15072.63262,5328902.008,0.013881267,0.002879265
1.213761053,2.90081E-08,14983.67913,5305956.73,0.01388471,0.002993712
1.21811003,3.024E-08,14661.85299,5199868.308,0.013900473,0.003108159
1.222459007,3.15671E-08,14130.49519,5018084.42,0.013927452,0.003222605
1.226807983,3.29859E-08,13425.9295,4772914.728,0.013963823,0.003337052
1.23115696,3.44785E-08,12594.8953,4480690.525,0.014007168,0.003451499
1.235505937,3.60277E-08,11691.49932,4160681.732,0.014054631,0.003565946
1.239854913,3.76056E-08,10773.86958,3833841.808,0.014103109,0.003680392
1.24420389,3.91872E-08,9900.671859,3521458.318,0.014149447,0.003794839
1.248552867,4.07417E-08,9127.631357,3243790.328,0.014190645,0.003909286
1.252901843,4.22439E-08,8504.196373,3018773.851,0.014224044,0.004023733
1.25725082,4.36667E-08,8070.488202,2860873.281,0.014247503,0.004138179
1.261599797,4.49912E-08,7854.69711,2780149.968,0.014259529,0.004252626
1.265948773,4.62001E-08,7871.099146,2781608.531,0.014259383,0.004367073
1.27029775,4.72861E-08,8118.870739,2864866.826,0.01424712,0.00448152
1.274646727,4.82463E-08,8581.856666,3024176.705,0.014223591,0.004595966
1.278995703,4.90884E-08,9229.394931,3248800.45,0.014190388,0.004710413
1.28334468,4.98262E-08,10018.21956,3523723.204,0.014149734,0.00482486
1.287693657,5.04835E-08,10895.35726,3830656.842,0.014104339,0.004939307
1.292042633,5.10896E-08,11801.82215,4149267.923,0.014057215,0.005053754
1.29639161,5.16812E-08,12676.81459,4458544.116,0.014011476,0.0051682
1.300740587,5.22974E-08,13462.06403,4738202.105,0.013970125,0.005282647
1.305089563,5.29792E-08,14105.93679,4970036.789,0.013935861,0.005397094
1.30943854,5.3764E-08,14566.96076,5139117.063,0.013910894,0.005511541
1.313787517,5.46844E-08,14816.49416,5234746.903,0.013896811,0.005625987
1.318136493,5.57628E-08,14840.36969,5251130.038,0.013894469,0.005740434
1.32248547,5.70113E-08,14639.45778,5187700.025,0.013903953,0.005854881
1.326834447,5.8428E-08,14229.19534,5049102.299,0.013924575,0.005969328
1.331183424,5.99994E-08,13638.20381,4844838.624,0.013954928,0.006083774
1.3355324,6.16994E-08,12906.16656,4588605.433,0.013992982,0.006198221
1.340756061,6.38607E-08,11911.14474,4237124.31,0.014045169,0.006335686
1.345979722,6.60836E-08,10875.05594,3868549.659,0.014099893,0.006473151
1.351203383,6.82929E-08,9893.049886,3517321.275,0.014152052,0.006610615
1.356427044,7.04108E-08,9055.028223,3216075.948,0.01419681,0.00674808
1.361650705,7.2369E-08,8437.894658,2992660.897,0.014230041,0.006885545
1.366874365,7.4112E-08,8098.684213,2867578.619,0.014248707,0.00702301
1.372098026,7.56004E-08,8069.127927,2852092.882,0.014251138,0.007160474
1.377321687,7.68173E-08,8352.261971,2947188.024,0.014237189,0.007297939
1.382545348,7.77691E-08,8921.519037,3143462.477,0.014208253,0.007435404
1.387769009,7.84853E-08,9722.726337,3422010.284,0.014167131,0.007572869
1.39299267,7.90206E-08,10679.04302,3756221.914,0.014117764,0.007710333
1.398216331,7.94471E-08,11698.47033,4114339.564,0.014064855,0.007847798
1.403439991,7.9855E-08,12683.16135,4462521.767,0.014013419,0.007985263
1.408663652,8.03411E-08,13539.35104,4768081.002,0.013968298,0.008122728
1.413887313,8.10006E-08,14186.74761,5002585.894,0.013933705,0.008260192
1.419110974,8.19139E-08,14566.30606,5144532.293,0.013912827,0.008397657
1.424334635,8.3141E-08,14645.47674,5181298.945,0.013907533,0.008535122
1.429558296,8.4706E-08,14420.54174,5110222.747,0.01391822,0.008672587
1.434781957,8.65988E-08,13916.10957,4938739.625,0.013943784,0.008810051
1.440005618,8.87744E-08,13182.02013,4683579.834,0.013981747,0.008947516
1.445229278,9.1159E-08,12288.18153,4369113.003,0.0140285,0.009084981
1.450452939,9.36574E-08,11318.00932,4025034.928,0.014079645,0.009222446
1.4556766,9.61684E-08,10360.98463,3683590.493,0.014130405,0.009359911
1.460900261,9.8587E-08,9504.869873,3376582.411,0.014176069,0.009497375
1.466123922,1.00818E-07,8828.161153,3132458.52,0.014212421,0.00963484
1.471347583,1.02785E-07,8393.171131,2973701.254,0.014236128,0.009772305
1.476571244,1.04429E-07,8240.275734,2914757.231,0.014245051,0.00990977
1.481794905,1.05721E-07,8383.890307,2960708.799,0.014238436,0.010047234
1.487018565,1.06662E-07,8810.598828,3106788.305,0.014216989,0.010184699
1.492242226,1.07284E-07,9479.910151,3338822.057,0.014182811,0.010322164
1.497465887,1.07647E-07,10327.81065,3634583.592,0.014139193,0.010459629
1.5,1.07753E-07,10782.44901,3793762.173,0.014115708,0.010526316
