time,pos_actual,u_in,p_a_actual,p_b_actual,p_p_actual,ps-pos:1,ps-QA:1,ps-QB:1,ps-dist:1,ps-force:1,ps-pA:1,ps-pB:1,ps-pP:1,ps-uout:1,ps-vel:1
0,0.023869659,0.220234382,5419955.198,2804235.497,14146570.57,0.02,0,0,0.17,23436.2812,12000000,100000,14000000,0,0
3.15544E-30,0.023869659,0.220234382,5419955.198,2804235.497,14146570.57,0.02,0,0,0.17,23436.2812,12000000,100000,14000000,4.07015E-27,1.89226E-28
7.55897E-18,0.023869659,0.220234382,5419955.198,2804235.497,14146570.57,0.02,3.54373E-20,-7.92401E-21,0.17,23436.2812,12000000,100000,14000000,9.75016E-15,4.53296E-16
7.55897E-18,0.023869659,0.220234382,5419955.198,2804235.497,14146570.57,0.02,3.54373E-20,-7.92401E-21,0.17,23436.2812,12000000,100000,14000000,9.75016E-15,4.53296E-16
1.71612E-08,0.023869659,0.220234382,5419955.19,2804235.485,14146570.56,0.02,8.04534E-11,-1.79899E-11,0.17,23436.27878,12000000,100000,14000003.23,2.21358E-05,1.02912E-06
5.14835E-08,0.023869659,0.220234382,5419955.172,2804235.462,14146570.54,0.02,2.4136E-10,-5.39696E-11,0.17,23436.27396,12000000,100000.0002,14000009.68,6.64073E-05,3.08736E-06
2.23095E-07,0.023869659,0.220234382,5419955.085,2804235.348,14146570.44,0.02,1.04588E-09,-2.33863E-10,0.17,23436.24981,11999999.98,100000.0027,14000041.94,0.000287759,1.33785E-05
1.04089E-06,0.023869658,0.220234382,5419954.67,2804234.804,14146569.93,0.02,4.87943E-09,-1.09102E-09,0.17,23436.13416,11999999.66,100000.0594,14000195.67,0.001342456,6.24195E-05
2.22357E-06,0.023869658,0.220234382,5419954.069,2804234.016,14146569.2,0.02,1.04225E-08,-2.3303E-09,0.17,23435.96528,11999998.43,100000.2709,14000417.96,0.002867335,0.000133339
3.85783E-06,0.023869657,0.220234382,5419953.239,2804232.928,14146568.2,0.02,1.80804E-08,-4.04217E-09,0.17,23435.72875,11999995.28,100000.8153,14000725.07,0.004973706,0.000231332
5.49209E-06,0.023869656,0.220234382,5419952.409,2804231.84,14146567.19,0.020000001,2.57362E-08,-5.75335E-09,0.170000001,23435.48855,11999990.44,100001.6524,14001032.1,0.007079197,0.000329316
7.6884E-06,0.023869655,0.220234382,5419951.294,2804230.377,14146565.84,0.020000002,3.6022E-08,-8.05194E-09,0.170000002,23435.15996,11999981.26,100003.2381,14001444.61,0.009907417,0.000460983
9.88471E-06,0.023869654,0.220234382,5419950.178,2804228.915,14146564.48,0.020000003,4.63041E-08,-1.03493E-08,0.170000003,23434.82477,11999969.03,100005.3521,14001856.99,0.012734047,0.000592626
1.25519E-05,0.023869653,0.220234382,5419948.824,2804227.139,14146562.84,0.020000005,5.87857E-08,-1.31375E-08,0.170000005,23434.40884,11999950.06,100008.6296,14002357.6,0.016164502,0.000752451
1.5219E-05,0.023869652,0.220234382,5419947.469,2804225.363,14146561.2,0.020000007,7.12621E-08,-1.5924E-08,0.170000007,23433.98321,11999926.59,100012.6859,14002858.02,0.019592616,0.000912226
1.78861E-05,0.023869651,0.220234382,5419946.115,2804223.588,14146559.55,0.02000001,8.37333E-08,-1.87088E-08,0.17000001,23433.54789,11999898.61,100017.5207,14003358.24,0.02301839,0.001071944
2.10947E-05,0.023869649,0.220234382,5419944.486,2804221.451,14146557.58,0.020000013,9.87292E-08,-2.20566E-08,0.170000013,23433.01141,11999858.99,100024.3682,14003959.74,0.027136434,0.001263994
2.43032E-05,0.023869648,0.220234382,5419942.856,2804219.315,14146555.6,0.020000018,1.13718E-07,-2.5402E-08,0.170000018,23432.46098,11999812.85,100032.3415,14004560.96,0.031251095,0.001455937
2.75117E-05,0.023869646,0.220234382,5419941.227,2804217.179,14146553.62,0.020000023,1.28699E-07,-2.87451E-08,0.170000023,23431.89664,11999760.21,100041.44,14005161.91,0.035362375,0.00164776
3.07202E-05,0.023869645,0.220234382,5419939.597,2804215.042,14146551.65,0.020000028,1.43673E-07,-3.2086E-08,0.170000028,23431.31843,11999701.06,100051.663,14005762.57,0.039470277,0.001839453
3.46654E-05,0.023869643,0.220234382,5419937.594,2804212.416,14146549.22,0.020000036,1.62075E-07,-3.61908E-08,0.170000036,23430.5885,11999619.42,100065.7735,14006500.76,0.044516689,0.002074964
3.86106E-05,0.023869641,0.220234382,5419935.59,2804209.789,14146546.79,0.020000045,1.80467E-07,-4.02925E-08,0.170000045,23429.8377,11999527.96,100081.5817,14007238.52,0.049557999,0.002310247
4.25558E-05,0.02386964,0.220234382,5419933.587,2804207.162,14146544.36,0.020000054,1.98848E-07,-4.4391E-08,0.170000054,23429.06609,11999426.69,100099.086,14007975.87,0.05459421,0.002545287
4.77045E-05,0.023869637,0.220234382,5419930.972,2804203.734,14146541.18,0.020000068,2.22821E-07,-4.97353E-08,0.170000068,23428.02787,11999279.79,100124.4792,14008937.52,0.0611592,0.00285165
5.43868E-05,0.023869634,0.220234382,5419927.578,2804199.285,14146537.07,0.020000088,2.53908E-07,-5.66642E-08,0.170000088,23426.62787,11999064.29,100161.7334,14010184.54,0.069666639,0.00324859
5.95766E-05,0.023869632,0.220234382,5419924.943,2804195.829,14146533.87,0.020000106,2.78032E-07,-6.20401E-08,0.170000106,23425.49971,11998877.59,100194.0113,14011152.19,0.076263752,0.003556331
6.47663E-05,0.02386963,0.220234382,5419922.307,2804192.374,14146530.67,0.020000125,3.02139E-07,-6.74115E-08,0.170000125,23424.3359,11998674.03,100229.2092,14012119.11,0.082852075,0.0038636
6.9956E-05,0.023869627,0.220234382,5419919.672,2804188.918,14146527.48,0.020000146,3.26229E-07,-7.27786E-08,0.170000146,23423.1365,11998453.62,100267.3235,14013085.3,0.089431616,0.004170401
7.51457E-05,0.023869625,0.220234382,5419917.036,2804185.463,14146524.28,0.020000169,3.50302E-07,-7.81418E-08,0.170000169,23421.90153,11998216.4,100308.3505,14014050.76,0.096002383,0.004476745
8.03355E-05,0.023869623,0.220234382,5419914.401,2804182.007,14146521.08,0.020000193,3.74359E-07,-8.35013E-08,0.170000193,23420.63102,11997962.38,100352.2868,14015015.5,0.102564383,0.004782647
8.55252E-05,0.02386962,0.220234382,5419911.765,2804178.552,14146517.88,0.020000218,3.984E-07,-8.88573E-08,0.170000218,23419.32497,11997691.59,100399.1293,14015979.52,0.109117624,0.005088126
9.07149E-05,0.023869618,0.220234382,5419909.129,2804175.097,14146514.69,0.020000246,4.22426E-07,-9.421E-08,0.170000246,23417.9834,11997404.06,100448.875,14016942.8,0.115662116,0.005393205
9.59046E-05,0.023869616,0.220234382,5419906.494,2804171.641,14146511.49,0.020000274,4.46436E-07,-9.95596E-08,0.170000274,23416.60628,11997099.81,100501.5212,14017905.37,0.122197865,0.005697906
0.000101094,0.023869613,0.220234382,5419903.858,2804168.186,14146508.29,0.020000305,4.70431E-07,-1.04906E-07,0.170000305,23415.19362,11996778.85,100557.0657,14018867.21,0.128724879,0.006002253
0.000106284,0.023869611,0.220234382,5419901.223,2804164.73,14146505.1,0.020000337,4.94411E-07,-1.10251E-07,0.170000337,23413.74541,11996441.21,100615.5063,14019828.33,0.135243167,0.006306267
0.000111474,0.023869609,0.220234382,5419898.587,2804161.275,14146501.9,0.02000037,5.18376E-07,-1.15592E-07,0.17000037,23412.26164,11996086.9,100676.8411,14020788.72,0.141752736,0.006609968
0.000116664,0.023869606,0.220234382,5419895.952,2804157.819,14146498.7,0.020000405,5.42327E-07,-1.20932E-07,0.170000405,23410.74231,11995715.95,100741.0685,14021748.4,0.148253595,0.006913371
0.000121853,0.023869604,0.220234382,5419893.316,2804154.364,14146495.5,0.020000442,5.66264E-07,-1.2627E-07,0.170000442,23409.18745,11995328.36,100808.1872,14022707.35,0.15474575,0.007216488
0.000127043,0.023869602,0.220234382,5419890.681,2804150.909,14146492.31,0.02000048,5.90188E-07,-1.31606E-07,0.17000048,23407.59707,11994924.16,100878.1957,14023665.58,0.161229211,0.007519322
0.000132233,0.0238696,0.220234382,5419888.045,2804147.453,14146489.11,0.02000052,6.14098E-07,-1.36941E-07,0.17000052,23405.97121,11994503.36,100951.0929,14024623.09,0.167703985,0.007821872
0.000138928,0.023869597,0.220234382,5419884.645,2804142.995,14146484.98,0.020000574,6.44926E-07,-1.43821E-07,0.170000574,23403.82127,11993935.96,101049.4081,14025857.38,0.176044715,0.008211779
0.000147131,0.023869593,0.220234382,5419880.479,2804137.534,14146479.93,0.020000643,6.82662E-07,-1.52248E-07,0.170000643,23401.10737,11993203.3,101176.396,14027367.82,0.186242927,0.008688715
0.000153987,0.02386959,0.220234382,5419876.997,2804132.969,14146475.71,0.020000704,7.14179E-07,-1.59291E-07,0.170000704,23398.77166,11992559.24,101288.0605,14028628.89,0.194750134,0.009086669
0.000160842,0.023869587,0.220234382,5419873.516,2804128.404,14146471.48,0.020000768,7.45675E-07,-1.66332E-07,0.170000768,23396.3749,11991886.39,101404.7523,14029888.71,0.203242253,0.009483917
0.000167698,0.023869584,0.220234382,5419870.034,2804123.839,14146467.26,0.020000834,7.7715E-07,-1.73374E-07,0.170000834,23393.91747,11991184.79,101526.466,14031147.28,0.211719302,0.009880359
0.000174554,0.023869581,0.220234382,5419866.552,2804119.275,14146463.04,0.020000903,8.08604E-07,-1.80416E-07,0.170000903,23391.39977,11990454.52,101653.1952,14032404.59,0.220181298,0.01027588
0.000179909,0.023869578,0.220234382,5419863.833,2804115.709,14146459.74,0.020000959,8.33159E-07,-1.85916E-07,0.170000959,23389.39167,11989864.23,101755.6607,14033385.75,0.226780095,0.010584085
0.000185263,0.023869576,0.220234382,5419861.114,2804112.144,14146456.44,0.020001016,8.57701E-07,-1.91418E-07,0.170001016,23387.34732,11989256.54,101861.1767,14034366.15,0.23336973,0.010891589
0.000190618,0.023869573,0.220234382,5419858.394,2804108.579,14146453.14,0.020001075,8.82232E-07,-1.9692E-07,0.170001075,23385.26695,11988631.47,101969.738,14035345.79,0.23995021,0.011198331
0.000195973,0.023869571,0.220234382,5419855.675,2804105.014,14146449.84,0.020001136,9.06752E-07,-2.02424E-07,0.170001136,23383.1508,11987989.09,102081.3392,14036324.67,0.246521545,0.011504249
0.000201327,0.023869569,0.220234382,5419852.956,2804101.448,14146446.54,0.020001199,9.31261E-07,-2.07929E-07,0.170001199,23380.99913,11987329.43,102195.9742,14037302.79,0.253083743,0.011809283
0.000206682,0.023869566,0.220234382,5419850.236,2804097.883,14146443.24,0.020001263,9.5576E-07,-2.13435E-07,0.170001263,23378.81217,11986652.56,102313.6362,14038280.15,0.259636813,0.01211338
0.000212037,0.023869564,0.220234382,5419847.517,2804094.318,14146439.94,0.020001328,9.80248E-07,-2.18944E-07,0.170001328,23376.59018,11985958.53,102434.3183,14039256.75,0.266180763,0.012416487
0.000217392,0.023869561,0.220234382,5419844.798,2804090.752,14146436.64,0.020001396,1.00473E-06,-2.24454E-07,0.170001396,23374.33338,11985247.4,102558.013,14040232.59,0.272715603,0.012718563
0.000222746,0.023869559,0.220234382,5419842.078,2804087.187,14146433.35,0.020001465,1.02919E-06,-2.29967E-07,0.170001465,23372.04199,11984519.22,102684.7122,14041207.68,0.27924134,0.01301957
0.000229305,0.023869556,0.220234382,5419838.748,2804082.82,14146429.31,0.020001551,1.05915E-06,-2.36723E-07,0.170001551,23369.1887,11983604.24,102843.9737,14042400.92,0.287221623,0.013386742
0.000235863,0.023869553,0.220234382,5419835.417,2804078.454,14146425.27,0.02000164,1.08909E-06,-2.43482E-07,0.17000164,23366.28417,11982663.92,103007.7148,14043593.04,0.29518828,0.013752232
0.000247844,0.023869548,0.220234382,5419829.333,2804070.477,14146417.88,0.020001809,1.14375E-06,-2.55842E-07,0.170001809,23360.84691,11980881.13,103318.3488,14045767.88,0.309706744,0.014415531
0.000256242,0.023869544,0.220234382,5419825.068,2804064.885,14146412.71,0.020001932,1.18204E-06,-2.64516E-07,0.170001932,23356.93523,11979581.73,103544.9135,14047290.03,0.319856114,0.014877098
0.000262089,0.023869541,0.220234382,5419822.098,2804060.992,14146409.11,0.02000202,1.20869E-06,-2.70561E-07,0.17000202,23354.16299,11978652.92,103706.9419,14048348.77,0.326909656,0.015196867
0.000267936,0.023869539,0.220234382,5419819.129,2804057.099,14146405.51,0.02000211,1.23533E-06,-2.7661E-07,0.17000211,23351.35094,11977704.44,103872.4703,14049406.6,0.33395243,0.015515353
0.000273783,0.023869536,0.220234382,5419816.16,2804053.206,14146401.9,0.020002201,1.26195E-06,-2.82664E-07,0.170002201,23348.49917,11976736.39,104041.4887,14050463.54,0.340984449,0.01583259
0.00027963,0.023869534,0.220234382,5419813.19,2804049.313,14146398.3,0.020002295,1.28857E-06,-2.88724E-07,0.170002295,23345.60777,11975748.83,104213.9878,14051519.59,0.348005722,0.016148617
0.000285478,0.023869531,0.220234382,5419810.221,2804045.419,14146394.7,0.02000239,1.31518E-06,-2.94789E-07,0.17000239,23342.6768,11974741.84,104389.9586,14052574.74,0.355016261,0.016463473
0.000291325,0.023869528,0.220234382,5419807.251,2804041.526,14146391.1,0.020002487,1.34179E-06,-3.00859E-07,0.170002487,23339.70636,11973715.5,104569.3924,14053628.99,0.362016078,0.016777193
0.000297172,0.023869526,0.220234382,5419804.282,2804037.633,14146387.49,0.020002586,1.36838E-06,-3.06936E-07,0.170002586,23336.6965,11972669.88,104752.2812,14054682.35,0.369005183,0.017089812
0.000303019,0.023869523,0.220234382,5419801.312,2804033.74,14146383.89,0.020002687,1.39497E-06,-3.13018E-07,0.170002687,23333.64732,11971605.06,104938.6172,14055734.82,0.375983588,0.017401357
0.000308866,0.02386952,0.220234382,5419798.343,2804029.847,14146380.29,0.02000279,1.42155E-06,-3.19107E-07,0.17000279,23330.55891,11970521.09,105128.3931,14056786.39,0.382951304,0.017711849
0.000314713,0.023869518,0.220234382,5419795.374,2804025.954,14146376.69,0.020002894,1.44812E-06,-3.25203E-07,0.170002894,23327.43139,11969418.05,105321.6017,14057837.07,0.389908342,0.0180213
0.00032056,0.023869515,0.220234382,5419792.404,2804022.061,14146373.09,0.020003001,1.47468E-06,-3.31305E-07,0.170003001,23324.26491,11968296,105518.2359,14058886.86,0.396854714,0.018329713
0.00032821,0.023869512,0.220234382,5419788.519,2804016.967,14146368.37,0.020003142,1.50943E-06,-3.393E-07,0.170003142,23320.06346,11966799.38,105780.6639,14060259.02,0.405926952,0.018731641
0.0003397,0.023869507,0.220234382,5419782.684,2804009.317,14146361.29,0.020003361,1.5616E-06,-3.51332E-07,0.170003361,23313.62938,11964491,106185.7721,14062317.06,0.419518724,0.01933182
0.000348496,0.023869503,0.220234382,5419778.217,2804003.46,14146355.88,0.020003533,1.60152E-06,-3.60563E-07,0.170003533,23308.60437,11962675,106504.756,14063890.24,0.429895922,0.019788308
0.000354427,0.0238695,0.220234382,5419775.205,2803999.511,14146352.22,0.020003651,1.62843E-06,-3.66797E-07,0.170003651,23305.16806,11961426.79,106724.1527,14064949.82,0.436879202,0.020094555
0.000360358,0.023869497,0.220234382,5419772.193,2803995.563,14146348.57,0.020003771,1.65533E-06,-3.7304E-07,0.170003771,23301.69331,11960159.53,106947.0187,14066008.49,0.443851586,0.020399487
0.000366288,0.023869495,0.220234382,5419769.182,2803991.614,14146344.91,0.020003893,1.68223E-06,-3.79291E-07,0.170003893,23298.18048,11958873.32,107173.3439,14067066.25,0.450813087,0.02070304
0.000372219,0.023869492,0.220234382,5419766.17,2803987.665,14146341.26,0.020004017,1.70912E-06,-3.85552E-07,0.170004017,23294.6299,11957568.24,107403.1173,14068123.1,0.457763716,0.021005147
0.00037815,0.023869489,0.220234382,5419763.158,2803983.716,14146337.61,0.020004142,1.73601E-06,-3.91822E-07,0.170004142,23291.04194,11956244.4,107636.3274,14069179.03,0.464703484,0.021305742
0.00038408,0.023869487,0.220234382,5419760.146,2803979.767,14146333.95,0.02000427,1.76289E-06,-3.98101E-07,0.17000427,23287.41697,11954901.89,107872.9619,14070234.06,0.471632404,0.021604759
0.000390011,0.023869484,0.220234382,5419757.134,2803975.819,14146330.3,0.020004399,1.78977E-06,-4.0439E-07,0.170004399,23283.75536,11953540.82,108113.0077,14071288.19,0.478550488,0.021902141
0.000395942,0.023869481,0.220234382,5419754.122,2803971.87,14146326.65,0.020004529,1.81665E-06,-4.10688E-07,0.170004529,23280.05746,11952161.3,108356.4514,14072341.4,0.485457746,0.022197832
0.000401872,0.023869479,0.220234382,5419751.11,2803967.921,14146322.99,0.020004662,1.84352E-06,-4.16996E-07,0.170004662,23276.3236,11950763.44,108603.2787,14073393.71,0.492354191,0.02249179
0.000407803,0.023869476,0.220234382,5419748.099,2803963.972,14146319.34,0.020004796,1.87039E-06,-4.23315E-07,0.170004796,23272.55413,11949347.36,108853.4751,14074445.11,0.499239834,0.022783978
0.000413734,0.023869473,0.220234382,5419745.087,2803960.024,14146315.68,0.020004932,1.89725E-06,-4.29644E-07,0.170004932,23268.74935,11947913.16,109107.0257,14075495.61,0.506114687,0.023074373
0.000421692,0.02386947,0.220234382,5419741.045,2803954.725,14146310.78,0.020005117,1.9333E-06,-4.38152E-07,0.170005117,23263.58909,11945960.52,109452.4833,14076903.75,0.515322477,0.023461189
0.000429816,0.023869466,0.220234382,5419736.919,2803949.316,14146305.78,0.02000531,1.97009E-06,-4.46859E-07,0.17000531,23258.25637,11943933.89,109811.3363,14078339.69,0.52470303,0.023852752
0.00043794,0.023869463,0.220234382,5419732.794,2803943.906,14146300.77,0.020005505,2.00687E-06,-4.55586E-07,0.170005505,23252.85909,11941874.1,110176.3785,14079773.94,0.534063417,0.024240968
0.000446065,0.023869459,0.220234382,5419728.668,2803938.497,14146295.77,0.020005703,2.04365E-06,-4.64334E-07,0.170005703,23247.39771,11939781.44,110547.5722,14081206.5,0.543403667,0.024625909
0.000452235,0.023869456,0.220234382,5419725.534,2803934.389,14146291.97,0.020005856,2.07158E-06,-4.70991E-07,0.170005856,23243.20774,11938170.49,110833.5456,14082293.26,0.550483241,0.024916101
0.000458404,0.023869453,0.220234382,5419722.401,2803930.281,14146288.16,0.020006011,2.09951E-06,-4.77661E-07,0.170006011,23238.98118,11936540.88,111123.0299,14083379.04,0.557551234,0.02520451
0.000464574,0.023869451,0.220234382,5419719.268,2803926.173,14146284.36,0.020006167,2.12743E-06,-4.84344E-07,0.170006167,23234.71816,11934892.73,111416.0104,14084463.86,0.564607657,0.025491189
0.000470744,0.023869448,0.220234382,5419716.135,2803922.065,14146280.56,0.020006325,2.15536E-06,-4.91039E-07,0.170006325,23230.41881,11933226.16,111712.473,14085547.69,0.571652525,0.025776192
0.000476913,0.023869445,0.220234382,5419713.001,2803917.957,14146276.76,0.020006485,2.18328E-06,-4.97747E-07,0.170006485,23226.08324,11931541.27,112012.4041,14086630.56,0.578685851,0.026059573
0.000483083,0.023869442,0.220234382,5419709.868,2803913.849,14146272.96,0.020006647,2.2112E-06,-5.04469E-07,0.170006647,23221.71156,11929838.18,112315.7907,14087712.46,0.585707647,0.026341378
0.000489253,0.02386944,0.220234382,5419706.735,2803909.741,14146269.16,0.02000681,2.23911E-06,-5.11204E-07,0.17000681,23217.30391,11928116.99,112622.6204,14088793.39,0.592717928,0.02662165
0.000495422,0.023869437,0.220234382,5419703.602,2803905.634,14146265.36,0.020006975,2.26703E-06,-5.17952E-07,0.170006975,23212.86044,11926377.82,112932.8811,14089873.35,0.599716706,0.02690042
0.000503464,0.023869433,0.220234382,5419699.518,2803900.279,14146260.4,0.020007193,2.30342E-06,-5.26768E-07,0.170007193,23207.01511,11924084.06,113342.4197,14091279.56,0.608821989,0.027261564
0.000511506,0.02386943,0.220234382,5419695.434,2803894.925,14146255.45,0.020007414,2.3398E-06,-5.35608E-07,0.170007414,23201.10963,11921760.12,113757.7423,14092684.14,0.617907782,0.027620211
0.000524231,0.023869424,0.220234382,5419688.972,2803886.452,14146247.61,0.020007769,2.39737E-06,-5.49644E-07,0.170007769,23191.64384,11918021.9,114426.6583,14094903.24,0.63224454,0.02818254
0.000536956,0.023869418,0.220234382,5419682.509,2803877.98,14146239.77,0.020008131,2.45494E-06,-5.63741E-07,0.170008131,23182.03118,11914209.6,115109.8861,14097118.25,0.646532689,0.028738338
0.000546577,0.023869414,0.220234382,5419677.623,2803871.574,14146233.84,0.02000841,2.49847E-06,-5.74441E-07,0.17000841,23174.66713,11911278.46,115635.9161,14098790.31,0.657303854,0.029154034
0.000556198,0.02386941,0.220234382,5419672.737,2803865.168,14146227.92,0.020008692,2.542E-06,-5.85177E-07,0.170008692,23167.22214,11908305.94,116170.012,14100460.04,0.668047345,0.029565583
0.000563584,0.023869406,0.220234382,5419668.986,2803860.25,14146223.37,0.020008912,2.57542E-06,-5.93444E-07,0.170008912,23161.45274,11905996.2,116585.4641,14101740.26,0.676276128,0.029878577
0.00057097,0.023869403,0.220234382,5419665.236,2803855.332,14146218.82,0.020009133,2.60884E-06,-6.01732E-07,0.170009133,23155.63717,11903662.55,117005.6093,14103019.11,0.684488655,0.030188904
0.000578356,0.0238694,0.220234382,5419661.485,2803850.415,14146214.27,0.020009358,2.64226E-06,-6.10041E-07,0.170009358,23149.77609,11901305.21,117430.419,14104296.59,0.692684948,0.030496481
0.000585742,0.023869396,0.220234382,5419657.734,2803845.497,14146209.72,0.020009584,2.67568E-06,-6.18373E-07,0.170009584,23143.87015,11898924.42,117859.8635,14105572.69,0.700865032,0.030801238
0.000593128,0.023869393,0.220234382,5419653.983,2803840.579,14146205.16,0.020009813,2.7091E-06,-6.26727E-07,0.170009813,23137.91996,11896520.4,118293.9118,14106847.42,0.709028928,0.031103127
0.000600514,0.02386939,0.220234382,5419650.232,2803835.661,14146200.61,0.020010043,2.74253E-06,-6.35103E-07,0.170010043,23131.92608,11894093.39,118732.5327,14108120.78,0.717176659,0.03140212
0.000611438,0.023869385,0.220234382,5419644.684,2803828.388,14146193.88,0.020010389,2.79196E-06,-6.47532E-07,0.170010389,23122.98219,11890462.24,119389.5613,14110001.57,0.729197528,0.031839029
0.00062027,0.023869381,0.220234382,5419640.199,2803822.507,14146188.44,0.020010672,2.83194E-06,-6.57618E-07,0.170010672,23115.6826,11887490.45,119927.9871,14111520.07,0.738891059,0.032187714
0.000629102,0.023869377,0.220234382,5419635.713,2803816.627,14146183,0.020010957,2.87192E-06,-6.67737E-07,0.170010957,23108.32278,11884487.01,120472.7873,14113036.61,0.748561595,0.032532413
0.000637935,0.023869373,0.220234382,5419631.228,2803810.746,14146177.56,0.020011246,2.9119E-06,-6.77888E-07,0.170011246,23100.90324,11881452.3,121023.9109,14114551.21,0.758209175,0.03287326
0.000646767,0.023869369,0.220234382,5419626.743,2803804.865,14146172.12,0.020011538,2.95188E-06,-6.88072E-07,0.170011538,23093.42441,11878386.7,121581.3091,14116063.86,0.767833838,0.03321041
0.000655599,0.023869365,0.220234382,5419622.257,2803798.984,14146166.68,0.020011833,2.99187E-06,-6.98289E-07,0.170011833,23085.88663,11875290.56,122144.9357,14117574.56,0.777435624,0.03354403
0.000664432,0.023869361,0.220234382,5419617.772,2803793.104,14146161.24,0.020012131,3.03186E-06,-7.0854E-07,0.170012131,23078.29025,11872164.21,122714.7471,14119083.32,0.787014572,0.033874286
0.000673264,0.023869357,0.220234382,5419613.286,2803787.223,14146155.8,0.020012431,3.07186E-06,-7.18824E-07,0.170012431,23070.63561,11869007.99,123290.7022,14120590.15,0.796570721,0.034201322
0.000682096,0.023869353,0.220234382,5419608.801,2803781.342,14146150.35,0.020012735,3.11186E-06,-7.29142E-07,0.170012735,23062.92309,11865822.19,123872.7621,14122095.03,0.80610411,0.034525254
0.000690929,0.023869349,0.220234382,5419604.315,2803775.461,14146144.91,0.020013041,3.15187E-06,-7.39494E-07,0.170013041,23055.15316,11862607.12,124460.8891,14123597.98,0.815614778,0.034846162
0.000701717,0.023869344,0.220234382,5419598.837,2803768.278,14146138.27,0.020013419,3.20073E-06,-7.52184E-07,0.170013419,23045.58564,11858640.86,125187.422,14125431.1,0.827200657,0.035234066
0.000718284,0.023869337,0.220234382,5419590.423,2803757.247,14146128.06,0.020014008,3.2758E-06,-7.71773E-07,0.170014008,23030.73052,11852466.92,126320.5261,14128240.68,0.844927686,0.035820934
0.000730442,0.023869332,0.220234382,5419584.249,2803749.153,14146120.57,0.020014446,3.33089E-06,-7.86225E-07,0.170014446,23019.70701,11847873.38,127165.2818,14130298.1,0.857885703,0.036244539
0.000742599,0.023869326,0.220234382,5419578.075,2803741.058,14146113.08,0.020014889,3.386E-06,-8.00743E-07,0.170014889,23008.58275,11843227.53,128021.1303,14132351.88,0.870801077,0.036661814
0.000751225,0.023869322,0.220234382,5419573.694,2803735.314,14146107.77,0.020015206,3.4251E-06,-8.11083E-07,0.170015206,23000.63031,11839900,128635.026,14133806.84,0.879938796,0.036953846
0.000759851,0.023869318,0.220234382,5419569.314,2803729.571,14146102.45,0.020015526,3.46421E-06,-8.21456E-07,0.170015526,22992.62947,11836546.9,129254.4019,14135259.97,0.889055137,0.037242386
0.000768477,0.023869315,0.220234382,5419564.933,2803723.828,14146097.14,0.020015849,3.50332E-06,-8.31863E-07,0.170015849,22984.58122,11833168.56,129879.2104,14136711.27,0.898150137,0.037527326
0.000777103,0.023869311,0.220234382,5419560.552,2803718.084,14146091.82,0.020016174,3.54244E-06,-8.42303E-07,0.170016174,22976.48644,11829765.35,130509.4022,14138160.74,0.907223831,0.037808591
0.000785729,0.023869307,0.220234382,5419556.172,2803712.341,14146086.51,0.020016501,3.58156E-06,-8.52777E-07,0.170016501,22968.346,11826337.6,131144.9272,14139608.4,0.916276258,0.038086139
0.000797307,0.023869302,0.220234382,5419550.292,2803704.632,14146079.38,0.020016944,3.63409E-06,-8.66887E-07,0.170016944,22957.34886,11821698.72,132006.2662,14141548.68,0.928393746,0.038452855
0.000807757,0.023869297,0.220234382,5419544.985,2803697.675,14146072.94,0.020017348,3.68149E-06,-8.79673E-07,0.170017348,22947.35613,11817475.59,132791.6617,14143296.91,0.939296566,0.038778151
0.000818206,0.023869292,0.220234382,5419539.679,2803690.717,14146066.5,0.020017755,3.72891E-06,-8.92508E-07,0.170017755,22937.29966,11813218.3,133584.6196,14145042.46,0.950168368,0.039098251
0.000828655,0.023869288,0.220234382,5419534.372,2803683.76,14146060.06,0.020018165,3.77633E-06,-9.05391E-07,0.170018165,22927.1802,11808927.42,134385.0551,14146785.36,0.961009218,0.039413375
0.000839104,0.023869283,0.220234382,5419529.066,2803676.803,14146053.63,0.020018578,3.82376E-06,-9.18323E-07,0.170018578,22916.99837,11804603.51,135192.8873,14148525.6,0.971819182,0.039723774
0.000849553,0.023869278,0.220234382,5419523.759,2803669.846,14146047.19,0.020018995,3.87119E-06,-9.31304E-07,0.170018995,22906.7547,11800247.12,136008.0395,14150263.18,0.982598324,0.040029704
0.000860002,0.023869274,0.220234382,5419518.453,2803662.889,14146040.75,0.020019415,3.91863E-06,-9.44333E-07,0.170019415,22896.44974,11795858.73,136830.4405,14151998.12,0.993346711,0.040331392
0.000870451,0.023869269,0.220234382,5419513.146,2803655.931,14146034.31,0.020019838,3.96608E-06,-9.57411E-07,0.170019838,22886.08411,11791438.84,137660.0232,14153730.41,1.004064407,0.040629013
0.0008809,0.023869264,0.220234382,5419507.84,2803648.974,14146027.88,0.020020264,4.01353E-06,-9.70538E-07,0.170020264,22875.65855,11786987.91,138496.7221,14155460.05,1.014751477,0.040922673
0.000891349,0.02386926,0.220234382,5419502.533,2803642.017,14146021.44,0.020020693,4.06099E-06,-9.83713E-07,0.170020693,22865.17398,11782506.39,139340.4726,14157187.05,1.025407988,0.041212392
0.000902192,0.023869255,0.220234382,5419497.027,2803634.797,14146014.76,0.020021141,4.11025E-06,-9.97436E-07,0.170021141,22854.23267,11777823.95,140223.4395,14158976.43,1.036434292,0.04150881
