time,pos_actual,u_in,p_a_actual,p_b_actual,p_p_actual,ps-pos:1,ps-QA:1,ps-QB:1,ps-dist:1,ps-force:1,ps-pA:1,ps-pB:1,ps-pP:1,ps-uout:1,ps-vel:1
0.22910394,0.023788823,0.220408304,5404051.088,2788246.172,14141639.74,0.021478592,1.31434E-05,-7.26936E-06,0.171478592,18369.37139,10338712.55,1538816.281,15369175.66,2.280182273,-0.001682611
0.22940541,0.023788575,0.220349422,5403971.488,2788144.604,14141530.93,0.021477996,1.30965E-05,-7.24763E-06,0.171477996,18434.84531,10367080.91,1531911.175,15369208.69,2.278485429,-0.002271164
0.22970688,0.023788328,0.22029054,5403891.887,2788043.035,14141422.13,0.021477256,1.30492E-05,-7.22575E-06,0.171477256,18503.36361,10396943.77,1524599.382,15369247.38,2.277047817,-0.00263824
0.230008351,0.023788061,0.220248004,5403808.764,2787935.917,14141309.53,0.021476442,1.30022E-05,-7.20416E-06,0.171476442,18573.1571,10427549.25,1517085.916,15369291.53,2.275858663,-0.00276735
0.230309821,0.023787396,0.22054241,5403653.023,2787714.412,14141118.76,0.021475623,1.29565E-05,-7.18323E-06,0.171475623,18642.4692,10458131.3,1509578.836,15369340.8,2.274881891,-0.002666201
0.230611291,0.023786731,0.220836816,5403497.282,2787492.907,14140927.99,0.021474862,1.29125E-05,-7.16327E-06,0.171474862,18709.81109,10488009.92,1502262.448,15369394.78,2.274078517,-0.002379225
0.230912761,0.023786067,0.221131222,5403341.54,2787271.402,14140737.23,0.021474204,1.28709E-05,-7.14452E-06,0.171474204,18774.22198,10516706.45,1495266.497,15369452.97,2.273426468,-0.001984206
0.231214231,0.023785402,0.221425628,5403185.799,2787049.897,14140546.46,0.021473668,1.28317E-05,-7.12704E-06,0.171473668,18835.41013,10544019.29,1488644.371,15369514.85,2.272902222,-0.001573004
0.231515702,0.023784737,0.221720034,5403030.057,2786828.392,14140355.69,0.021473246,1.27948E-05,-7.1107E-06,0.171473246,18893.73538,10570035.65,1482371.928,15369579.93,2.272483439,-0.001229344
0.231817172,0.023784072,0.222014441,5402874.316,2786606.886,14140164.92,0.021472907,1.27596E-05,-7.09523E-06,0.171472907,18950.08519,10595086.57,1476359.405,15369647.79,2.272151253,-0.001018201
0.232118642,0.023783407,0.222308847,5402718.575,2786385.381,14139974.16,0.021472604,1.27253E-05,-7.08025E-06,0.171472604,19005.75535,10619691.93,1470466.295,15369718.12,2.271891948,-0.000990038
0.232420112,0.023782743,0.222603253,5402562.833,2786163.876,14139783.39,0.021472276,1.2691E-05,-7.06529E-06,0.171472276,19062.38874,10644526.59,1464510.175,15369790.77,2.271698116,-0.001189617
0.232721582,0.023782078,0.222897659,5402407.092,2785942.371,14139592.62,0.021471847,1.26556E-05,-7.04983E-06,0.171471847,19121.92881,10670400.67,1458272.209,15369865.73,2.271569499,-0.001655438
0.233096436,0.023781251,0.223263729,5402213.44,2785666.948,14139355.42,0.021471044,1.26082E-05,-7.02901E-06,0.171471044,19203.31216,10705433.54,1449744.204,15369962.44,2.271513474,-0.00262777
0.233471289,0.023780425,0.223629799,5402019.789,2785391.524,14139118.22,0.021469804,1.2555E-05,-7.00552E-06,0.171469804,19296.21411,10745138.04,1439958.69,15370063.66,2.271600905,-0.003987016
0.233846143,0.023779598,0.223995869,5401826.137,2785116.101,14138881.01,0.021468007,1.24945E-05,-6.9786E-06,0.171468007,19403.37866,10790812.54,1428568.004,15370170.37,2.271875033,-0.005599723
0.234220996,0.023778771,0.224361938,5401632.485,2784840.677,14138643.81,0.021465592,1.24259E-05,-6.94793E-06,0.171465592,19525.99026,10843119.27,1415399.298,15370283.71,2.272385911,-0.007287177
0.23459585,0.023777945,0.224728008,5401438.834,2784565.254,14138406.6,0.021462562,1.23493E-05,-6.91361E-06,0.171462562,19663.60723,10902011.03,1400473.418,15370404.84,2.273182371,-0.008879817
0.234970703,0.023777118,0.225094078,5401245.182,2784289.83,14138169.4,0.021458978,1.22657E-05,-6.87616E-06,0.171458978,19814.39162,10966811.46,1383979.824,15370534.76,2.274304773,-0.010239408
0.235252535,0.023776497,0.225369306,5401099.586,2784082.755,14137991.06,0.02145598,1.2199E-05,-6.8464E-06,0.17145598,19934.76569,11018761.77,1370726.089,15370638.67,2.275379761,-0.011039515
0.235534366,0.023775875,0.225644534,5400953.99,2783875.679,14137812.72,0.02145279,1.21301E-05,-6.81572E-06,0.17145279,20059.26682,11072715.78,1356948.34,15370748.14,2.276659751,-0.011595015
0.235882193,0.023775108,0.22598421,5400774.301,2783620.114,14137592.62,0.021448705,1.20437E-05,-6.77746E-06,0.171448705,20215.60321,11140810.15,1339560.234,15370890.95,2.278518055,-0.011893399
0.236230019,0.023774341,0.226323886,5400594.612,2783364.548,14137372.52,0.021444592,1.19576E-05,-6.7396E-06,0.171444592,20371.44851,11209081.89,1322144.196,15371041.99,2.280666681,-0.011757241
0.236577845,0.023773574,0.226663562,5400414.922,2783108.983,14137152.42,0.021440592,1.18738E-05,-6.70311E-06,0.171440592,20523.35703,11275990.2,1305110.326,15371200.67,2.283073153,-0.011244735
0.236925671,0.023772807,0.227003238,5400235.233,2782853.418,14136932.32,0.021436815,1.1794E-05,-6.66869E-06,0.171436815,20668.76104,11340321.89,1288778.232,15371366.11,2.285693686,-0.010470003
0.237273498,0.02377204,0.227342914,5400055.544,2782597.853,14136712.22,0.021433331,1.17189E-05,-6.6367E-06,0.171433331,20806.22395,11401334.43,1273341.033,15371537.27,2.288478221,-0.00956574
0.237621324,0.023771273,0.22768259,5399875.855,2782342.288,14136492.11,0.021430162,1.16488E-05,-6.60722E-06,0.171430162,20935.41463,11458771.6,1258862.426,15371713.06,2.291375837,-0.008654259
0.237891875,0.023770677,0.227946801,5399736.086,2782143.5,14136320.91,0.021427908,1.15975E-05,-6.58589E-06,0.171427908,21030.52448,11501061.23,1248238.354,15371852.36,2.293678489,-0.008007227
0.238162426,0.02377008,0.228211013,5399596.318,2781944.713,14136149.71,0.021425815,1.15487E-05,-6.56574E-06,0.171425815,21121.66902,11541531.25,1238099.433,15371993.41,2.296001516,-0.007470441
0.238432977,0.023769483,0.228475224,5399456.55,2781745.926,14135978.51,0.021423845,1.15015E-05,-6.54643E-06,0.171423845,21209.87362,11580581.82,1228339.247,15372135.88,2.298329679,-0.007091827
0.238703528,0.023768887,0.228739436,5399316.781,2781547.138,14135807.31,0.02142195,1.14553E-05,-6.5276E-06,0.17142195,21296.44439,11618742.43,1218817.488,15372279.54,2.300652464,-0.006911191
0.238974079,0.02376829,0.229003647,5399177.013,2781348.351,14135636.1,0.021420075,1.1409E-05,-6.50879E-06,0.171420075,21382.85398,11656632.22,1209370.603,15372424.29,2.302964647,-0.006949673
0.239315807,0.023767537,0.229337368,5399000.474,2781097.267,14135419.86,0.021417641,1.13488E-05,-6.48434E-06,0.171417641,21494.10821,11705132.41,1197276.953,15372608.76,2.305871265,-0.007298975
0.239564553,0.023766988,0.229580285,5398871.97,2780914.5,14135262.46,0.021415771,1.13031E-05,-6.46566E-06,0.171415771,21577.80219,11741447.65,1188214.41,15372744.35,2.307982529,-0.007735173
0.239813299,0.02376644,0.229823203,5398743.467,2780731.734,14135105.05,0.021413779,1.12549E-05,-6.44596E-06,0.171413779,21664.70154,11779053.38,1178818.603,15372881.3,2.310098495,-0.008283662
0.240145271,0.023765816,0.229852613,5398570.781,2780512.092,14134958.95,0.02141089,1.11863E-05,-6.41777E-06,0.17141089,21786.50373,11831679.81,1165650.595,15373066.66,2.312952924,-0.009121513
0.240399315,0.023765439,0.229604513,5398437.541,2780366.292,14134905.86,0.021408486,1.11302E-05,-6.39467E-06,0.171408486,21884.49039,11873997.49,1155048.022,15373210.89,2.315180643,-0.00980054
0.240653359,0.023765062,0.229356414,5398304.302,2780220.491,14134852.76,0.021405911,1.10709E-05,-6.37023E-06,0.171405911,21986.62016,11918130.11,1143980.249,15373357.56,2.317462571,-0.010469303
0.240907403,0.023764685,0.229108314,5398171.063,2780074.691,14134799.67,0.021403173,1.10086E-05,-6.34452E-06,0.171403173,22092.60916,11963992.01,1132471.401,15373506.97,2.319807945,-0.011088979
0.241134164,0.023764348,0.228886859,5398052.132,2779944.549,14134752.28,0.021400604,1.09505E-05,-6.32061E-06,0.171400604,22190.05143,12006236.83,1121866.859,15373642.87,2.321961223,-0.0115681
0.241360925,0.023764012,0.228665404,5397933.202,2779814.407,14134704.89,0.021397938,1.08906E-05,-6.29594E-06,0.171397938,22289.58795,12049492.17,1111008.447,15373781.34,2.324175108,-0.01194799
0.241587687,0.023763675,0.228443949,5397814.272,2779684.265,14134657.5,0.021395199,1.08291E-05,-6.27072E-06,0.171395199,22390.53118,12093481.27,1099968.836,15373922.5,2.32645164,-0.01220657
0.241814448,0.023763338,0.228222494,5397695.341,2779554.122,14134610.11,0.021392417,1.07666E-05,-6.24516E-06,0.171392417,22492.11481,12137884.26,1088831.703,15374066.41,2.328790755,-0.012331088
0.242113068,0.023762895,0.227930862,5397538.723,2779382.739,14134547.7,0.021388741,1.06837E-05,-6.21142E-06,0.171388741,22625.49325,12196394.11,1074170.333,15374260.09,2.331962028,-0.012289589
0.242326621,0.023762578,0.227722305,5397426.72,2779260.177,14134503.07,0.021386134,1.06245E-05,-6.18746E-06,0.171386134,22719.84025,12237923.19,1063775.896,15374401.46,2.334288563,-0.01212501
0.242540175,0.023762261,0.227513748,5397314.717,2779137.615,14134458.44,0.021383573,1.05659E-05,-6.16386E-06,0.171383573,22812.65963,12278889.32,1053534.389,15374545.08,2.336657613,-0.011861509
0.242753729,0.023761944,0.227305192,5397202.714,2779015.053,14134413.81,0.021381077,1.05081E-05,-6.14075E-06,0.171381077,22903.4835,12319075.63,1043501.179,15374690.83,2.339062401,-0.0115125
0.243028984,0.023761535,0.227036378,5397058.35,2778857.079,14134356.28,0.021377984,1.04355E-05,-6.11191E-06,0.171377984,23016.95847,12369417.67,1030953.024,15374881.52,2.342201597,-0.010959336
0.243237151,0.023761226,0.226833082,5396949.172,2778737.609,14134312.78,0.021375753,1.03822E-05,-6.09091E-06,0.171375753,23099.75556,12406239.74,1021790.645,15375027.65,2.344596162,-0.010478951
0.243445318,0.023760917,0.226629786,5396839.993,2778618.138,14134269.27,0.021373625,1.03306E-05,-6.07069E-06,0.171373625,23179.71001,12441862.92,1012940.723,15375175.18,2.34699895,-0.009961783
0.24371153,0.023760522,0.226369803,5396700.372,2778465.355,14134213.64,0.021371065,1.02671E-05,-6.04602E-06,0.171371065,23277.66056,12485574.75,1002101.541,15375365.57,2.350070058,-0.009274908
0.243977741,0.023760127,0.226109821,5396560.751,2778312.571,14134158,0.021368687,1.02065E-05,-6.02269E-06,0.171368687,23370.81459,12527193.04,991803.3788,15375557.47,2.353124458,-0.008593074
0.244243953,0.023759732,0.225849838,5396421.13,2778159.788,14134102.37,0.021366484,1.01487E-05,-6.00063E-06,0.171366484,23459.41507,12566786.62,982026.7857,15375750.47,2.35614667,-0.007951314
0.244510165,0.023759337,0.225589856,5396281.51,2778007.004,14134046.73,0.021364444,1.00934E-05,-5.97971E-06,0.171364444,23543.88845,12604513.63,972729.5838,15375944.18,2.359123126,-0.007375438
0.244743295,0.023758991,0.22536218,5396159.239,2777873.206,14133998.01,0.021362776,1.00467E-05,-5.96217E-06,0.171362776,23614.87922,12636184.19,964938.7223,15376114.14,2.361683375,-0.006935753
0.244976426,0.023758645,0.225134505,5396036.968,2777739.409,14133949.29,0.021361203,1.00015E-05,-5.94525E-06,0.171361203,23683.47763,12666747.3,957431.6796,15376284.21,2.364193888,-0.006558067
0.245209557,0.023758298,0.22490683,5395914.697,2777605.611,14133900.57,0.021359712,9.95732E-06,-5.92881E-06,0.171359712,23750.03594,12696359.42,950167.8525,15376454.25,2.366650168,-0.0062391
0.245442687,0.023757952,0.224679154,5395792.426,2777471.814,14133851.84,0.021358288,9.91401E-06,-5.91273E-06,0.171358288,23814.87828,12725166.59,943109.6843,15376624.13,2.369049032,-0.005974075
0.245675818,0.023757606,0.224451479,5395670.155,2777338.016,14133803.12,0.02135692,9.87133E-06,-5.89692E-06,0.17135692,23878.29784,12753301.78,936222.9731,15376793.78,2.371388451,-0.005757848
0.245908948,0.02375726,0.224223803,5395547.885,2777204.218,14133754.4,0.021355598,9.82906E-06,-5.88129E-06,0.171355598,23940.55149,12780883.28,929477.4184,15376963.15,2.373667396,-0.005584283
0.246142079,0.023756914,0.223996128,5395425.614,2777070.421,14133705.68,0.021354313,9.78704E-06,-5.86575E-06,0.171354313,24001.84515,12808010.07,922847.8118,15377132.21,2.375885663,-0.005444603
0.246375209,0.023756568,0.223768453,5395303.343,2776936.623,14133656.96,0.021353057,9.74513E-06,-5.85027E-06,0.171353057,24062.31352,12834753.75,916315.8794,15377300.94,2.378043666,-0.005326499
0.246596225,0.02375624,0.223552609,5395187.426,2776809.778,14133610.77,0.021351892,9.70546E-06,-5.83561E-06,0.171351892,24118.92295,12859787.65,910204.9782,15377460.61,2.380034577,-0.005221141
0.24681724,0.023755912,0.223336765,5395071.51,2776682.934,14133564.58,0.02135075,9.66586E-06,-5.82098E-06,0.17135075,24174.80481,12884510.41,904173.215,15377619.99,2.381972788,-0.005109315
0.247038256,0.023755584,0.223120922,5394955.593,2776556.089,14133518.39,0.021349635,9.6264E-06,-5.8064E-06,0.171349635,24229.87236,12908894.18,898227.298,15377779.07,2.383858947,-0.004981301
0.247259271,0.023755256,0.222905078,5394839.676,2776429.245,14133472.2,0.02134855,9.58719E-06,-5.79192E-06,0.17134855,24284.00784,12932892.95,892378.6078,15377937.85,2.385693446,-0.004831826
0.247489073,0.023754915,0.222680653,5394719.151,2776297.357,14133424.17,0.021347461,9.54679E-06,-5.77701E-06,0.171347461,24339.17358,12957379.85,886414.6985,15378102.6,2.387546166,-0.00465282
0.247718876,0.023754573,0.222456228,5394598.626,2776165.47,14133376.15,0.021346415,9.50691E-06,-5.76232E-06,0.171346415,24393.0711,12981334.74,880584.3826,15378266.95,2.389342805,-0.004451982
0.247948678,0.023754232,0.222231802,5394478.1,2776033.582,14133328.12,0.021345417,9.46766E-06,-5.74787E-06,0.171345417,24445.58981,13004706.08,874900.3038,15378430.85,2.391082736,-0.004232115
0.248178481,0.023753891,0.222007377,5394357.575,2775901.695,14133280.09,0.021344471,9.42916E-06,-5.73372E-06,0.171344471,24496.62984,13027448.14,869373.5573,15378594.23,2.392765054,-0.003994906
0.248416695,0.023753538,0.221774738,5394232.638,2775764.979,14133230.31,0.021343551,9.39014E-06,-5.7194E-06,0.171343551,24547.87439,13050312.43,863821.6602,15378762.98,2.394446918,-0.003731311
0.248654909,0.023753184,0.221542098,5394107.701,2775628.264,14133180.52,0.021342696,9.35212E-06,-5.70547E-06,0.171342696,24597.32805,13072409.59,858460.7788,15378931,2.39606417,-0.003450942
0.248893123,0.02375283,0.221309458,5393982.764,2775491.549,14133130.74,0.021341909,9.31522E-06,-5.69198E-06,0.171341909,24644.91382,13093701.52,853300.103,15379098.19,2.397615143,-0.003157653
0.249131337,0.023752477,0.221076818,5393857.828,2775354.834,14133080.96,0.021341192,9.2795E-06,-5.67894E-06,0.171341192,24690.59493,13114164.36,848345.1759,15379264.45,2.399098067,-0.002858343
0.249368743,0.023752124,0.220844967,5393733.314,2775218.583,14133031.34,0.021340549,9.24511E-06,-5.6664E-06,0.171340549,24734.23679,13133728.82,843612.409,15379429.1,2.400506527,-0.002561954
0.249606149,0.023751772,0.220613116,5393608.801,2775082.331,14132981.73,0.021339975,9.2119E-06,-5.65431E-06,0.171339975,24776.04176,13152479.03,839081.0118,15379592.61,2.401844085,-0.002272819
0.249843556,0.023751419,0.220381265,5393484.288,2774946.079,14132932.11,0.021339469,9.17986E-06,-5.64266E-06,0.171339469,24816.05565,13170435.11,834745.7069,15379754.87,2.403109389,-0.001990713
0.250080962,0.023751252,0.220234382,5393367.458,2774810.91,14132863.14,0.021339029,9.14901E-06,-5.63145E-06,0.171339029,24854.28806,13187608.21,830603.4635,15379915.78,2.40430841,-0.001709049
0.250420332,0.023751472,0.220234382,5393219.439,2774620.361,14132716.72,0.021338522,9.10723E-06,-5.61632E-06,0.171338522,24905.70742,13210760.23,825026.1274,15380143.24,2.405941168,-0.001284517
0.250664694,0.023751631,0.220234382,5393112.859,2774483.157,14132611.28,0.021338249,9.07902E-06,-5.60616E-06,0.171338249,24940.20785,13226353.93,821275.1586,15380304.99,2.407066723,-0.000949339
0.250909056,0.023751789,0.220234382,5393006.278,2774345.953,14132505.85,0.021338062,9.05258E-06,-5.59668E-06,0.171338062,24972.36393,13240955.1,817768.3002,15380464.88,2.408145472,-0.000579609
0.251153417,0.023751947,0.220234382,5392899.698,2774208.749,14132400.42,0.02133797,9.02813E-06,-5.58797E-06,0.17133797,25001.9466,13254467.17,814529.2518,15380622.74,2.409172924,-0.00017152
0.25147763,0.023752157,0.220234382,5392758.29,2774026.711,14132260.54,0.021338013,8.99919E-06,-5.57775E-06,0.171338013,25036.77665,13270522.2,810691.9821,15380828.7,2.410447933,0.000434208
0.251712211,0.023752309,0.220234382,5392655.976,2773894.998,14132159.32,0.021338172,8.981E-06,-5.57139E-06,0.171338172,25058.54114,13280682.92,808273.3445,15380975.01,2.411301841,0.000922776
0.251946792,0.023752461,0.220234382,5392553.662,2773763.286,14132058.11,0.021338451,8.96537E-06,-5.56602E-06,0.171338451,25077.09691,13289485.86,806188.541,15381118.79,2.412091798,0.001459748
0.252207728,0.02375263,0.220234382,5392439.852,2773616.776,14131945.53,0.021338918,8.95145E-06,-5.56134E-06,0.171338918,25093.59562,13297523.82,804300.8531,15381275.47,2.412887973,0.002118448
0.252468664,0.023752799,0.220234382,5392326.043,2773470.266,14131832.95,0.021339565,8.94143E-06,-5.55814E-06,0.171339565,25105.35655,13303545.79,802909.126,15381428.36,2.413588695,0.002838893
0.2527296,0.023752969,0.220234382,5392212.234,2773323.756,14131720.36,0.021340406,8.93566E-06,-5.55654E-06,0.171340406,25112.07032,13307399.54,802051.1845,15381577.07,2.414184342,0.003606659
0.252990536,0.023753138,0.220234382,5392098.424,2773177.246,14131607.78,0.02134145,8.93432E-06,-5.55661E-06,0.17134145,25113.58449,13308990.23,801750.8177,15381721.19,2.414664965,0.004396852
0.253251472,0.023753307,0.220234382,5391984.615,2773030.736,14131495.2,0.021342699,8.93742E-06,-5.55833E-06,0.171342699,25109.93667,13308301.81,802012.5617,15381860.29,2.415020827,0.00518017
0.253512408,0.023753476,0.220234382,5391870.806,2772884.226,14131382.62,0.021344149,8.94478E-06,-5.56165E-06,0.171344149,25101.34233,13305399.41,802821.0871,15381994,2.415243,0.005929864
0.253773344,0.023753645,0.220234382,5391756.997,2772737.716,14131270.03,0.021345787,8.95608E-06,-5.56641E-06,0.171345787,25088.15512,13300416.19,804144.4157,15382121.97,2.415323878,0.006625563
0.254135297,0.023753879,0.220234382,5391599.128,2772534.487,14131113.87,0.021348338,8.97739E-06,-5.57509E-06,0.171348338,25063.19641,13290438.93,806740.349,15382289.45,2.415191212,0.007471344
0.25449725,0.023754114,0.220234382,5391441.259,2772331.258,14130957.7,0.021351164,9.00394E-06,-5.58565E-06,0.171351164,25031.83817,13277457.04,810084.5763,15382444.86,2.41476682,0.008145167
0.254859203,0.023754348,0.220234382,5391283.391,2772128.029,14130801.53,0.021354196,9.03402E-06,-5.59742E-06,0.171354196,24995.94318,13262249.26,813987.1456,15382587.99,2.414049533,0.008608359
0.255221156,0.023754583,0.220234382,5391125.522,2771924.801,14130645.36,0.021357354,9.06571E-06,-5.60965E-06,0.171357354,24957.60086,13245712.07,818227.3869,15382718.96,2.413047071,0.008838833
0.255583109,0.023754817,0.220234382,5390967.654,2771721.572,14130489.2,0.021360556,9.09707E-06,-5.6216E-06,0.171360556,24918.80399,13228744.71,822583.836,15382838.23,2.411775918,0.008855409
0.255945062,0.023755052,0.220234382,5390809.785,2771518.343,14130333.03,0.021363738,9.12669E-06,-5.6327E-06,0.171363738,24881.03648,13212073.28,826877.1827,15382946.53,2.410259685,0.008723621
0.256307014,0.023755286,0.220234382,5390651.916,2771315.114,14130176.86,0.021366861,9.15383E-06,-5.64269E-06,0.171366861,24845.00289,13196106.84,831004.5688,15383044.74,2.408525956,0.008534129
0.256668967,0.023755521,0.220234382,5390494.048,2771111.885,14130020.69,0.021369921,9.17845E-06,-5.65156E-06,0.171369921,24810.61011,13180898.52,834952.0346,15383133.78,2.406602435,0.00837324
0.25703092,0.023755755,0.220234382,5390336.179,2770908.656,14129864.53,0.02137294,9.20123E-06,-5.6596E-06,0.17137294,24777.0909,13166187.35,838783.9837,15383214.46,2.404513436,0.008311439
0.257392873,0.02375599,0.220234382,5390178.31,2770705.427,14129708.36,0.021375967,9.22333E-06,-5.66728E-06,0.171375967,24743.09292,13151446.46,842631.0877,15383287.4,2.402277137,0.008411576
0.257754826,0.023756224,0.220234382,5390020.442,2770502.198,14129552.19,0.02137907,9.24638E-06,-5.67529E-06,0.17137907,24706.7123,13135904.05,846685.6103,15383352.93,2.399903429,0.008734309
0.258116779,0.023756459,0.220234382,5389862.573,2770298.97,14129396.02,0.021382338,9.27237E-06,-5.68442E-06,0.171382338,24665.62584,13118584.08,851190.7527,15383411.07,2.397392276,0.009322472
0.258478732,0.023756693,0.220234382,5389704.705,2770095.741,14129239.86,0.021385866,9.30331E-06,-5.6955E-06,0.171385866,24617.44283,13098432.65,856410.6456,15383461.45,2.394733076,0.010174362
0.258840685,0.023756928,0.220234382,5389546.836,2769892.512,14129083.69,0.02138974,9.34092E-06,-5.70924E-06,0.17138974,24560.18438,13074517.91,862581.039,15383503.41,2.391905786,0.011233298
0.259202638,0.023757162,0.220234382,5389388.967,2769689.283,14128927.52,0.021394018,9.38619E-06,-5.72604E-06,0.171394018,24492.65126,13046212.17,869863.4216,15383536.09,2.388883937,0.012406206
0.259564591,0.023757397,0.220234382,5389231.099,2769486.054,14128771.35,0.021398724,9.43928E-06,-5.746E-06,0.171398724,24414.53505,13013274.64,878324.1459,15383558.54,2.385638784,0.013594401
0.259926544,0.023757631,0.220234382,5389073.23,2769282.825,14128615.19,0.021403846,9.49958E-06,-5.76888E-06,0.171403846,24326.35234,12975839.81,887936.4418,15383569.92,2.38214347,0.014709561
0.260288497,0.023757577,0.220234382,5388950.814,2769120.858,14128469.73,0.021409344,9.56576E-06,-5.79415E-06,0.171409344,24229.37785,12934383.12,898588.0768,15383569.6,2.378359955,0.015669144
0.26065045,0.023757457,0.220234382,5388836.456,2768968.269,14128326.71,0.021415146,9.63588E-06,-5.82102E-06,0.171415146,24125.62548,12889706.74,910084.0043,15383557.24,2.374256399,0.016390998
0.261012403,0.023757337,0.220234382,5388722.097,2768815.68,14128183.69,0.021421154,9.7078E-06,-5.84859E-06,0.171421154,24017.74599,12842906.64,922149.6198,15383532.91,2.369830354,0.016807105
0.261374356,0.023757217,0.220234382,5388607.738,2768663.091,14128040.67,0.021427253,9.7787E-06,-5.87573E-06,0.171427253,23908.71032,12795265.21,934464.6434,15383497.1,2.365095855,0.016890468
0.261736309,0.023757097,0.220234382,5388493.38,2768510.502,14127897.65,0.021433326,9.84643E-06,-5.90155E-06,0.171433326,23801.3368,12748056.63,946710.5108,15383450.71,2.360079138,0.016669694
0.262098262,0.023756977,0.220234382,5388379.021,2768357.912,14127754.63,0.021439278,9.90929E-06,-5.92532E-06,0.171439278,23697.87834,12702345.46,958612.2476,15383394.95,2.354816484,0.016216035
0.262460215,0.023756856,0.220234382,5388264.662,2768205.323,14127611.61,0.021445039,9.96596E-06,-5.94649E-06,0.171445039,23599.83131,12658879.21,969977.3285,15383331.25,2.34935062,0.015615701
0.262822168,0.023756736,0.220234382,5388150.304,2768052.734,14127468.59,0.021450571,1.00162E-05,-5.96497E-06,0.171450571,23507.92176,12618063.02,980699.87,15383261.07,2.343726697,0.014952659
0.263184121,0.023756616,0.220234382,5388035.945,2767900.145,14127325.57,0.021455867,1.00601E-05,-5.98079E-06,0.171455867,23422.11446,12579964.89,990757.3852,15383185.86,2.33798853,0.014310563
0.263546073,0.023756496,0.220234382,5387921.587,2767747.555,14127182.55,0.02146095,1.00986E-05,-5.99434E-06,0.17146095,23341.58279,12544310.42,1000216.327,15383106.89,2.332175132,0.013777923
0.263908026,0.023756376,0.220234382,5387807.228,2767594.966,14127039.53,0.021465876,1.01329E-05,-6.00616E-06,0.171465876,23264.7432,12510485.8,1009229.707,15383025.18,2.326317544,0.013436951
0.264269979,0.023756256,0.220234382,5387692.869,2767442.377,14126896.51,0.021470721,1.01648E-05,-6.01701E-06,0.171470721,23189.48541,12477614.66,1018019.166,15382941.44,2.320436346,0.0133387
0.264631932,0.023756136,0.220234382,5387578.511,2767289.788,14126753.5,0.021475576,1.01961E-05,-6.02765E-06,0.171475576,23113.57419,12444717.2,1026834.145,15382856.05,2.314540614,0.013485997
0.264919488,0.023756041,0.220234382,5387487.658,2767168.562,14126639.87,0.021479493,1.02215E-05,-6.0364E-06,0.171479493,23051.5102,12417972.26,1034006.677,15382787.07,2.309845898,0.013754645
0.265207044,0.023755945,0.220234382,5387396.805,2767047.337,14126526.25,0.021483501,1.02481E-05,-6.0457E-06,0.171483501,22986.99316,12390260.2,1041439.383,15382717,2.305136657,0.014124773
0.2654946,0.02375585,0.220234382,5387305.952,2766926.111,14126412.63,0.021487626,1.02763E-05,-6.05574E-06,0.171487626,22919.48076,12361311.36,1049202.195,15382645.68,2.300405687,0.014565024
0.265782156,0.023755754,0.220234382,5387215.099,2766804.885,14126299,0.021491883,1.03063E-05,-6.0666E-06,0.171491883,22848.66466,12330958.08,1057339.412,15382572.92,2.295644424,0.015043001
0.266069712,0.023755659,0.220234382,5387124.246,2766683.66,14126185.38,0.021496277,1.03381E-05,-6.07827E-06,0.171496277,22774.49677,12299142.98,1065867.46,15382498.52,2.290843919,0.015521961
0.266434784,0.023755538,0.220234382,5387008.902,2766529.756,14126041.13,0.021502043,1.03807E-05,-6.09413E-06,0.171502043,22675.9806,12256785.38,1077223.844,15382401.43,2.284679635,0.016062465
0.26670352,0.023755449,0.220234382,5386923.995,2766416.464,14125934.94,0.021506401,1.04132E-05,-6.10634E-06,0.171506401,22600.92902,12224413.33,1085908.136,15382327.94,2.28008582,0.016369839
0.266972256,0.02375536,0.220234382,5386839.088,2766303.173,14125828.75,0.021510826,1.04461E-05,-6.11875E-06,0.171510826,22524.53283,12191350.44,1094786.394,15382252.71,2.275440787,0.016567138
0.26729714,0.023755252,0.220234382,5386736.441,2766166.211,14125700.38,0.02151622,1.04856E-05,-6.13367E-06,0.17151622,22431.6051,12150975.27,1105645.067,15382159.5,2.269757299,0.016638262
0.267622024,0.023755144,0.220234382,5386633.794,2766029.249,14125572.01,0.021521607,1.05238E-05,-6.14804E-06,0.171521607,22339.42771,12110758.97,1116485.163,15382064.04,2.264004916,0.016524236
0.267878856,0.023755059,0.220234382,5386552.648,2765920.975,14125470.53,0.021525824,1.05524E-05,-6.15876E-06,0.171525824,22268.00255,12079486.94,1124935.599,15381987.22,2.259415429,0.01631017
0.268227959,0.023754943,0.220234382,5386442.35,2765773.804,14125332.58,0.02153144,1.05883E-05,-6.17202E-06,0.17153144,22174.30616,12038324.98,1136094.097,15381881.39,2.253134034,0.015863329
0.268577062,0.023754827,0.220234382,5386332.051,2765626.632,14125194.64,0.021536873,1.06199E-05,-6.18348E-06,0.171536873,22085.69504,11999254.47,1146731.799,15381774.59,2.246824338,0.015262731
0.268832877,0.023754742,0.220234382,5386251.227,2765518.787,14125093.56,0.021540711,1.06402E-05,-6.19059E-06,0.171540711,22024.60826,11972242.1,1154119.157,15381696.14,2.242197817,0.014745905
